"municipality","votes","parties","file","prefecture"
"岡山市北区",35507,"自由民主党","中国選挙区.xlsx","岡山県"
"岡山市北区",117626.999,"得票数計","中国選挙区.xlsx","岡山県"
"岡山市中区",4245,"日本共産党","中国選挙区.xlsx","岡山県"
"岡山市中区",6588.866,"国民民主党","中国選挙区.xlsx","岡山県"
"岡山市中区",13727.133,"立憲民主党","中国選挙区.xlsx","岡山県"
"岡山市中区",649,"社会民主党","中国選挙区.xlsx","岡山県"
"岡山市中区",1968,"参政党","中国選挙区.xlsx","岡山県"
"岡山市中区",4090,"日本維新の会","中国選挙区.xlsx","岡山県"
"岡山市中区",3795,"れいわ新選組","中国選挙区.xlsx","岡山県"
"岡山市中区",6903,"公明党","中国選挙区.xlsx","岡山県"
"岡山市中区",17108,"自由民主党","中国選挙区.xlsx","岡山県"
"岡山市中区",59073.999,"得票数計","中国選挙区.xlsx","岡山県"
"岡山市東区",2514,"日本共産党","中国選挙区.xlsx","岡山県"
"岡山市東区",3423.506,"国民民主党","中国選挙区.xlsx","岡山県"
"岡山市東区",8975.493,"立憲民主党","中国選挙区.xlsx","岡山県"
"岡山市東区",412,"社会民主党","中国選挙区.xlsx","岡山県"
"岡山市東区",1090,"参政党","中国選挙区.xlsx","岡山県"
"岡山市東区",2464,"日本維新の会","中国選挙区.xlsx","岡山県"
"岡山市東区",2317,"れいわ新選組","中国選挙区.xlsx","岡山県"
"岡山市東区",5204,"公明党","中国選挙区.xlsx","岡山県"
"岡山市東区",11593,"自由民主党","中国選挙区.xlsx","岡山県"
"岡山市東区",37992.999,"得票数計","中国選挙区.xlsx","岡山県"
"岡山市南区",3203,"日本共産党","中国選挙区.xlsx","岡山県"
"岡山市南区",6894.127,"国民民主党","中国選挙区.xlsx","岡山県"
"岡山市南区",13118.872,"立憲民主党","中国選挙区.xlsx","岡山県"
"岡山市南区",622,"社会民主党","中国選挙区.xlsx","岡山県"
"岡山市南区",2035,"参政党","中国選挙区.xlsx","岡山県"
"岡山市南区",4514,"日本維新の会","中国選挙区.xlsx","岡山県"
"岡山市南区",4219,"れいわ新選組","中国選挙区.xlsx","岡山県"
"岡山市南区",9252,"公明党","中国選挙区.xlsx","岡山県"
"岡山市南区",18985,"自由民主党","中国選挙区.xlsx","岡山県"
"岡山市南区",62842.999,"得票数計","中国選挙区.xlsx","岡山県"
"倉敷市",10234,"日本共産党","中国選挙区.xlsx","岡山県"
"倉敷市",19203.316,"国民民主党","中国選挙区.xlsx","岡山県"
"倉敷市",37935.683,"立憲民主党","中国選挙区.xlsx","岡山県"
"倉敷市",1864,"社会民主党","中国選挙区.xlsx","岡山県"
"倉敷市",6279,"参政党","中国選挙区.xlsx","岡山県"
"倉敷市",11640,"日本維新の会","中国選挙区.xlsx","岡山県"
"倉敷市",11026,"れいわ新選組","中国選挙区.xlsx","岡山県"
"倉敷市",23333,"公明党","中国選挙区.xlsx","岡山県"
"倉敷市",53387,"自由民主党","中国選挙区.xlsx","岡山県"
"倉敷市",174901.999,"得票数計","中国選挙区.xlsx","岡山県"
"津山市",1872,"日本共産党","中国選挙区.xlsx","岡山県"
"津山市",3180.721,"国民民主党","中国選挙区.xlsx","岡山県"
"津山市",7729.278,"立憲民主党","中国選挙区.xlsx","岡山県"
"津山市",466,"社会民主党","中国選挙区.xlsx","岡山県"
"津山市",974,"参政党","中国選挙区.xlsx","岡山県"
"津山市",2316,"日本維新の会","中国選挙区.xlsx","岡山県"
"津山市",2404,"れいわ新選組","中国選挙区.xlsx","岡山県"
"津山市",4874,"公明党","中国選挙区.xlsx","岡山県"
"津山市",14590,"自由民主党","中国選挙区.xlsx","岡山県"
"津山市",38405.999,"得票数計","中国選挙区.xlsx","岡山県"
"玉野市",1532,"日本共産党","中国選挙区.xlsx","岡山県"
"玉野市",2171.754,"国民民主党","中国選挙区.xlsx","岡山県"
"玉野市",5975.245,"立憲民主党","中国選挙区.xlsx","岡山県"
"玉野市",253,"社会民主党","中国選挙区.xlsx","岡山県"
"玉野市",618,"参政党","中国選挙区.xlsx","岡山県"
"玉野市",1539,"日本維新の会","中国選挙区.xlsx","岡山県"
"玉野市",1299,"れいわ新選組","中国選挙区.xlsx","岡山県"
"玉野市",3937,"公明党","中国選挙区.xlsx","岡山県"
"玉野市",7712,"自由民主党","中国選挙区.xlsx","岡山県"
"玉野市",25036.999,"得票数計","中国選挙区.xlsx","岡山県"
"笠岡市",956,"日本共産党","中国選挙区.xlsx","岡山県"
"笠岡市",1728.653,"国民民主党","中国選挙区.xlsx","岡山県"
"笠岡市",3783.346,"立憲民主党","中国選挙区.xlsx","岡山県"
"笠岡市",229,"社会民主党","中国選挙区.xlsx","岡山県"
"笠岡市",638,"参政党","中国選挙区.xlsx","岡山県"
"笠岡市",1191,"日本維新の会","中国選挙区.xlsx","岡山県"
"笠岡市",1077,"れいわ新選組","中国選挙区.xlsx","岡山県"
"笠岡市",2779,"公明党","中国選挙区.xlsx","岡山県"
"笠岡市",7554,"自由民主党","中国選挙区.xlsx","岡山県"
"笠岡市",19935.999,"得票数計","中国選挙区.xlsx","岡山県"
"井原市",655,"日本共産党","中国選挙区.xlsx","岡山県"
"井原市",1222.706,"国民民主党","中国選挙区.xlsx","岡山県"
"井原市",2771.293,"立憲民主党","中国選挙区.xlsx","岡山県"
"井原市",178,"社会民主党","中国選挙区.xlsx","岡山県"
"井原市",380,"参政党","中国選挙区.xlsx","岡山県"
"井原市",952,"日本維新の会","中国選挙区.xlsx","岡山県"
"井原市",913,"れいわ新選組","中国選挙区.xlsx","岡山県"
"井原市",1705,"公明党","中国選挙区.xlsx","岡山県"
"井原市",6767,"自由民主党","中国選挙区.xlsx","岡山県"
"井原市",15543.999,"得票数計","中国選挙区.xlsx","岡山県"
"総社市",1352,"日本共産党","中国選挙区.xlsx","岡山県"
"総社市",2898.697,"国民民主党","中国選挙区.xlsx","岡山県"
"総社市",5680.302,"立憲民主党","中国選挙区.xlsx","岡山県"
"総社市",362,"社会民主党","中国選挙区.xlsx","岡山県"
"総社市",888,"参政党","中国選挙区.xlsx","岡山県"
"総社市",1795,"日本維新の会","中国選挙区.xlsx","岡山県"
"総社市",1826,"れいわ新選組","中国選挙区.xlsx","岡山県"
"総社市",2760,"公明党","中国選挙区.xlsx","岡山県"
"総社市",9774,"自由民主党","中国選挙区.xlsx","岡山県"
"総社市",27335.999,"得票数計","中国選挙区.xlsx","岡山県"
"高梁市",697,"日本共産党","中国選挙区.xlsx","岡山県"
"高梁市",801.832,"国民民主党","中国選挙区.xlsx","岡山県"
"高梁市",2120.167,"立憲民主党","中国選挙区.xlsx","岡山県"
"高梁市",182,"社会民主党","中国選挙区.xlsx","岡山県"
"高梁市",261,"参政党","中国選挙区.xlsx","岡山県"
"高梁市",651,"日本維新の会","中国選挙区.xlsx","岡山県"
"高梁市",618,"れいわ新選組","中国選挙区.xlsx","岡山県"
"高梁市",1123,"公明党","中国選挙区.xlsx","岡山県"
"高梁市",5456,"自由民主党","中国選挙区.xlsx","岡山県"
"高梁市",11909.999,"得票数計","中国選挙区.xlsx","岡山県"
"新見市",658,"日本共産党","中国選挙区.xlsx","岡山県"
"新見市",863.996,"国民民主党","中国選挙区.xlsx","岡山県"
"新見市",2483.003,"立憲民主党","中国選挙区.xlsx","岡山県"
"新見市",174,"社会民主党","中国選挙区.xlsx","岡山県"
"新見市",241,"参政党","中国選挙区.xlsx","岡山県"
"新見市",704,"日本維新の会","中国選挙区.xlsx","岡山県"
"新見市",681,"れいわ新選組","中国選挙区.xlsx","岡山県"
"新見市",1503,"公明党","中国選挙区.xlsx","岡山県"
"新見市",6024,"自由民主党","中国選挙区.xlsx","岡山県"
"新見市",13331.999,"得票数計","中国選挙区.xlsx","岡山県"
"備前市",793,"日本共産党","中国選挙区.xlsx","岡山県"
"備前市",1308.743,"国民民主党","中国選挙区.xlsx","岡山県"
"備前市",2435.256,"立憲民主党","中国選挙区.xlsx","岡山県"
"備前市",175,"社会民主党","中国選挙区.xlsx","岡山県"
"備前市",361,"参政党","中国選挙区.xlsx","岡山県"
"備前市",1207,"日本維新の会","中国選挙区.xlsx","岡山県"
"備前市",862,"れいわ新選組","中国選挙区.xlsx","岡山県"
"備前市",2103,"公明党","中国選挙区.xlsx","岡山県"
"備前市",5058,"自由民主党","中国選挙区.xlsx","岡山県"
"備前市",14302.999,"得票数計","中国選挙区.xlsx","岡山県"
"瀬戸内市",952,"日本共産党","中国選挙区.xlsx","岡山県"
"瀬戸内市",1396.435,"国民民主党","中国選挙区.xlsx","岡山県"
"瀬戸内市",3947.564,"立憲民主党","中国選挙区.xlsx","岡山県"
"瀬戸内市",175,"社会民主党","中国選挙区.xlsx","岡山県"
"瀬戸内市",505,"参政党","中国選挙区.xlsx","岡山県"
"瀬戸内市",947,"日本維新の会","中国選挙区.xlsx","岡山県"
"瀬戸内市",966,"れいわ新選組","中国選挙区.xlsx","岡山県"
"瀬戸内市",1963,"公明党","中国選挙区.xlsx","岡山県"
"瀬戸内市",5190,"自由民主党","中国選挙区.xlsx","岡山県"
"瀬戸内市",16041.999,"得票数計","中国選挙区.xlsx","岡山県"
"赤磐市",1053,"日本共産党","中国選挙区.xlsx","岡山県"
"赤磐市",2460.304,"国民民主党","中国選挙区.xlsx","岡山県"
"赤磐市",3526.695,"立憲民主党","中国選挙区.xlsx","岡山県"
"赤磐市",263,"社会民主党","中国選挙区.xlsx","岡山県"
"赤磐市",565,"参政党","中国選挙区.xlsx","岡山県"
"赤磐市",1456,"日本維新の会","中国選挙区.xlsx","岡山県"
"赤磐市",1090,"れいわ新選組","中国選挙区.xlsx","岡山県"
"赤磐市",2276,"公明党","中国選挙区.xlsx","岡山県"
"赤磐市",6155,"自由民主党","中国選挙区.xlsx","岡山県"
"赤磐市",18844.999,"得票数計","中国選挙区.xlsx","岡山県"
"真庭市",949,"日本共産党","中国選挙区.xlsx","岡山県"
"真庭市",1135.483,"国民民主党","中国選挙区.xlsx","岡山県"
"真庭市",3727.516,"立憲民主党","中国選挙区.xlsx","岡山県"
"真庭市",234,"社会民主党","中国選挙区.xlsx","岡山県"
"真庭市",437,"参政党","中国選挙区.xlsx","岡山県"
"真庭市",1117,"日本維新の会","中国選挙区.xlsx","岡山県"
"真庭市",1052,"れいわ新選組","中国選挙区.xlsx","岡山県"
"真庭市",2783,"公明党","中国選挙区.xlsx","岡山県"
"真庭市",7989,"自由民主党","中国選挙区.xlsx","岡山県"
"真庭市",19423.999,"得票数計","中国選挙区.xlsx","岡山県"
"美作市",688,"日本共産党","中国選挙区.xlsx","岡山県"
"美作市",751.647,"国民民主党","中国選挙区.xlsx","岡山県"
"美作市",2024.352,"立憲民主党","中国選挙区.xlsx","岡山県"
"美作市",139,"社会民主党","中国選挙区.xlsx","岡山県"
"美作市",275,"参政党","中国選挙区.xlsx","岡山県"
"美作市",655,"日本維新の会","中国選挙区.xlsx","岡山県"
"美作市",645,"れいわ新選組","中国選挙区.xlsx","岡山県"
"美作市",1880,"公明党","中国選挙区.xlsx","岡山県"
"美作市",4661,"自由民主党","中国選挙区.xlsx","岡山県"
"美作市",11718.999,"得票数計","中国選挙区.xlsx","岡山県"
"浅口市",798,"日本共産党","中国選挙区.xlsx","岡山県"
"浅口市",1380.512,"国民民主党","中国選挙区.xlsx","岡山県"
"浅口市",3205.487,"立憲民主党","中国選挙区.xlsx","岡山県"
"浅口市",186,"社会民主党","中国選挙区.xlsx","岡山県"
"浅口市",409,"参政党","中国選挙区.xlsx","岡山県"
"浅口市",923,"日本維新の会","中国選挙区.xlsx","岡山県"
"浅口市",832,"れいわ新選組","中国選挙区.xlsx","岡山県"
"浅口市",1666,"公明党","中国選挙区.xlsx","岡山県"
"浅口市",5381,"自由民主党","中国選挙区.xlsx","岡山県"
"浅口市",14780.999,"得票数計","中国選挙区.xlsx","岡山県"
"和気町",339,"日本共産党","中国選挙区.xlsx","岡山県"
"和気町",556.513,"国民民主党","中国選挙区.xlsx","岡山県"
"和気町",1193.486,"立憲民主党","中国選挙区.xlsx","岡山県"
"和気町",90,"社会民主党","中国選挙区.xlsx","岡山県"
"和気町",131,"参政党","中国選挙区.xlsx","岡山県"
"和気町",474,"日本維新の会","中国選挙区.xlsx","岡山県"
"和気町",390,"れいわ新選組","中国選挙区.xlsx","岡山県"
"和気町",841,"公明党","中国選挙区.xlsx","岡山県"
"和気町",2330,"自由民主党","中国選挙区.xlsx","岡山県"
"和気町",6344.999,"得票数計","中国選挙区.xlsx","岡山県"
"早島町",385,"日本共産党","中国選挙区.xlsx","岡山県"
"早島町",571.418,"国民民主党","中国選挙区.xlsx","岡山県"
"早島町",1199.581,"立憲民主党","中国選挙区.xlsx","岡山県"
"早島町",62,"社会民主党","中国選挙区.xlsx","岡山県"
"早島町",174,"参政党","中国選挙区.xlsx","岡山県"
"早島町",414,"日本維新の会","中国選挙区.xlsx","岡山県"
"早島町",334,"れいわ新選組","中国選挙区.xlsx","岡山県"
"早島町",630,"公明党","中国選挙区.xlsx","岡山県"
"早島町",1728,"自由民主党","中国選挙区.xlsx","岡山県"
"早島町",5497.999,"得票数計","中国選挙区.xlsx","岡山県"
"里庄町",245,"日本共産党","中国選挙区.xlsx","岡山県"
"里庄町",461.799,"国民民主党","中国選挙区.xlsx","岡山県"
"里庄町",1001.2,"立憲民主党","中国選挙区.xlsx","岡山県"
"里庄町",66,"社会民主党","中国選挙区.xlsx","岡山県"
"里庄町",148,"参政党","中国選挙区.xlsx","岡山県"
"里庄町",338,"日本維新の会","中国選挙区.xlsx","岡山県"
"里庄町",290,"れいわ新選組","中国選挙区.xlsx","岡山県"
"里庄町",509,"公明党","中国選挙区.xlsx","岡山県"
"里庄町",1878,"自由民主党","中国選挙区.xlsx","岡山県"
"里庄町",4936.999,"得票数計","中国選挙区.xlsx","岡山県"
"矢掛町",346,"日本共産党","中国選挙区.xlsx","岡山県"
"矢掛町",455.863,"国民民主党","中国選挙区.xlsx","岡山県"
"矢掛町",1002.136,"立憲民主党","中国選挙区.xlsx","岡山県"
"矢掛町",73,"社会民主党","中国選挙区.xlsx","岡山県"
"矢掛町",152,"参政党","中国選挙区.xlsx","岡山県"
"矢掛町",350,"日本維新の会","中国選挙区.xlsx","岡山県"
"矢掛町",286,"れいわ新選組","中国選挙区.xlsx","岡山県"
"矢掛町",547,"公明党","中国選挙区.xlsx","岡山県"
"矢掛町",2822,"自由民主党","中国選挙区.xlsx","岡山県"
"矢掛町",6033.999,"得票数計","中国選挙区.xlsx","岡山県"
"新庄村",23,"日本共産党","中国選挙区.xlsx","岡山県"
"新庄村",23.346,"国民民主党","中国選挙区.xlsx","岡山県"
"新庄村",79.653,"立憲民主党","中国選挙区.xlsx","岡山県"
"新庄村",5,"社会民主党","中国選挙区.xlsx","岡山県"
"新庄村",10,"参政党","中国選挙区.xlsx","岡山県"
"新庄村",19,"日本維新の会","中国選挙区.xlsx","岡山県"
"新庄村",23,"れいわ新選組","中国選挙区.xlsx","岡山県"
"新庄村",83,"公明党","中国選挙区.xlsx","岡山県"
"新庄村",205,"自由民主党","中国選挙区.xlsx","岡山県"
"新庄村",470.999,"得票数計","中国選挙区.xlsx","岡山県"
"鏡野町",296,"日本共産党","中国選挙区.xlsx","岡山県"
"鏡野町",410.326,"国民民主党","中国選挙区.xlsx","岡山県"
"鏡野町",1099.673,"立憲民主党","中国選挙区.xlsx","岡山県"
"鏡野町",67,"社会民主党","中国選挙区.xlsx","岡山県"
"鏡野町",162,"参政党","中国選挙区.xlsx","岡山県"
